LRD,Region,Rano Base Code,Administrative Status,Site Type,Cabin Id,DC Battery Name,Is the Battery visible,If not visible,Battery Brand,Battery Brand Others,Battery Model,Battery Model Others,Battery Capacity (Ah),Battery Voltage (Volt),Total Current Load,Total bank (Quantity),Number of Battery Cell/ Quantity,Battery Technology,Battery Hardening (Enhance Safety Request),Last Installation Date (DD/MM/YYYY),Battery Protection,Battery Cable Size,Battery Cable Type,Warranty End Date (DD/MM/YYYY),Battery Protection Capacity,Lithium battery alarm (4+7),Incomplete Parameter,Incomplete LRD
LRD15664,CENTRAL,BASE9,Active,Inbuilding,Cabin-01,Battery-01,,,Enersys,,Supersafe 12TD150F,,150,12 volt,190.9,2,8,VRLA,Battery Concrete Bar,,,,09/21/16 00:00,,,,,
LRD15671,EASTERN,BASE10,Active,Vacant Land,Cabin-01,Battery-01,,,Enersys,,Supersafe 12TD150F,,150,12 volt,77,3,12,VRLA,,,,,10/10/2020 0:00,,,,,
LRD15673,SOUTHERN,BASE14,Active,Vacant Land,Cabin-01,Battery-01,Yes,,Narada,,12NDT150S,,150,12 volt,80,1,4,VRLA,,,,,03/28/17 00:00,,,,,
LRD15674,CENTRAL,BASE1,Active,Vacant Land,Outdoor-01,Battery-01,Yes,,Huawei,,ESM-48150B1,,150,48 volt,76.4,2,2,Lithium,,,,,6/11/2020 0:00,,,,,
LRD15675,NORTHERN,BASE2,Active,Rooftop,Outdoor-01,Battery-01,No,Battery welded to rack,Enersys,,12TD150F,,150,12 volt,,1,4,VRLA,Battery Hardening,,,,,,,,,
LRD15676,CENTRAL,BASE1,Active,Vacant Land,Outdoor-01,Battery-01,Yes,,Enersys,,12TD150F,,150,12 volt,66,1,4,VRLA,Battery Concrete Bar,,,,09/22/18 00:00,,,,,
LRD15687,EASTERN,BASE24,Active,Vacant Land,Outdoor-01,Battery-01,No,Battery welded to rack,Narada,,12NDT150S,,150,12 volt,,1,4,VRLA,Battery Hardening,,,,,,,,,
LRD15678,EASTERN,BASE10,Active,Vacant Land,Outdoor-01,Battery-01,Yes,,Narada,,,,100,12 volt,,1,4,VRLA,Battery Concrete Bar,,,,,,,,,
LRD15679,EASTERN,BASE10,Active,Vacant Land,Cabin-01,Battery-01,,,Enersys,,,,150,12 volt,30,2,8,VRLA,Battery Hardening,,,,,,,,,
LRD15681,EASTERN,BASE24,Active,Vacant Land,Outdoor-01,Battery-01,Yes,,MSB,,MSG12-150UP PLUS,,150,12 volt,49.3,1,4,VRLA,T5 Metal Plate,,,,,,,,,
LRD15688,SOUTHERN,BASE4,Active,Rooftop,Cabin-01,Battery-01,,,Haze,,2V1000AH,,1000,2 volt,,1,4,VRLA,Battery Concrete Bar,,,,,,,,,
LRD15689,SOUTHERN,BASE20,Active,Vacant Land,Outdoor-01,Battery-01,Yes,,Narada,,12NDT150S,,150,12 volt,62,1,4,VRLA,T5 Metal Plate,,,,11/7/2019 0:00,,,,,
LRD15690,SOUTHERN,BASE14,Active,Inbuilding,Cabin-01,Battery-01,Yes,,Narada,,12NDT150S,,150,12 volt,35,1,4,VRLA,Battery Concrete Bar,,,,11/30/17 00:00,,,,,
LRD15691,EASTERN,BASE27,Active,Vacant Land,Outdoor-01,Battery-01,Yes,,Enersys,,Supersafe 12TE100F,,100,12 volt,21.6,2,8,VRLA,T5 Metal Plate,,,,03/13/18 00:00,,,,,
LRD15700,CENTRAL,BASE12,Active,Rooftop,Outdoor-01,Battery-01,Yes,,Narada,,12NDT150S,,150,12 volt,,1,4,VRLA,,,,,,,,,,
LRD15701,NORTHERN,BASE16,Active,Rooftop,Outdoor-01,Battery-01,Yes,,Huawei,,ESM-48150B1,,150,48 volt,46.8,1,1,Lithium,,,,,06/23/20 00:00,,,,,
LRD15704,EASTERN,BASE10,Active,Vacant Land,Cabin-01,Battery-01,Yes,,Narada,,12NDT150S,,150,12 volt,53.05,1,4,VRLA,Battery Concrete Bar,,,,07/18/18 00:00,,,,,
LRD15705,SOUTHERN,BASE34,Active,Vacant Land,Cabin-01,Battery-01,,,Enersys,,12TD150F,,150,12 volt,65.3,3,12,VRLA,Battery Concrete Bar,,,,09/18/19 00:00,,,,,
LRD15715,NORTHERN,BASE15,Active,Vacant Land,Cabin-01,Battery-01,Yes,,Narada,,12NDT155S,,155,12 volt,91.6,2,8,VRLA,Battery Concrete Bar,,,,12/21/16 00:00,,,,,
LRD15716,EASTERN,BASE27,Active,Vacant Land,Cabin-01,Battery-01,Yes,,Narada,,12NDT150S,,150,12 volt,97.2,3,12,VRLA,Others,,,,12/16/20 00:00,,,,,
LRD15717,CENTRAL,BASE9,Active,Inbuilding,Outdoor-01,Battery-01,,,Narada,,12NDT150S,,150,12 volt,22.3,1,4,VRLA,,,,,,,,,,
LRD15731,EASTERN,BASE30,Active,Vacant Land,Outdoor-01,Battery-01,No,Battery sealed,Narada,,,,150,,,1,4,,,,,,,,,,,
LRD15734,NORTHERN,BASE7,Active,Vacant Land,Cabin-01,Battery-01,Yes,,Narada,,,,150,12 volt,,1,4,VRLA,,,,,,,,,,
LRD15738,SARAWAK,BASE22,Active,Vacant Land,Outdoor-01,Battery-01,,,Narada,,12NDT150S,,150,12 volt,22.3,1,4,VRLA,,,,,,,,,,
LRD15740,CENTRAL,BASE9,Active,Vacant Land,Cabin-01,Battery-01,No,Battery welded to rack,MSB,,MSG12-150TE,,150,12 volt,54,3,12,VRLA,T5 Metal Plate,,,,08/19/16 00:00,,,,,
LRD15755,NORTHERN,BASE13,Active,Vacant Land,Outdoor-01,Battery-01,Yes,,Enersys,,12TD150F,,150,12 volt,100.6,1,4,VRLA,T5 Metal Plate,,,,2/10/2020 0:00,,,,,
LRD15759,NORTHERN,BASE13,Active,Rooftop,Cabin-01,Battery-01,,,Sacredsun,,FTA12-150,,150,12 volt,,1,24,VRLA,,,,,,,,,,
LRD15765,CENTRAL,BASE9,Active,Rooftop,Outdoor-01,Battery-01,No,Battery welded to rack,Narada,,12NDT150S,,150,12 volt,,1,4,VRLA,Battery Hardening,,,,,,,,,
LRD15768,CENTRAL,BASE12,Active,Vacant Land,Outdoor-01,Battery-01,No,Battery sealed,Tudor,,,,600,2 volt,,1,4,VRLA,,,,,,,,,,
LRD15773,SOUTHERN,BASE19,Active,Rooftop,Cabin-01,Battery-01,Yes,,MSB,,MSG12-150TE,,150,12 volt,85.16,3,12,VRLA,Battery Concrete Bar,,,,10/28/16 00:00,,,,,
LRD15774,CENTRAL,BASE12,Active,Vacant Land,Outdoor-01,Battery-01,,,Narada,,,,150,12 volt,,1,4,VRLA,,,,,,,,,,
LRD15780,CENTRAL,BASE12,Active,Vacant Land,Outdoor-01,Battery-01,,,Narada,,,,600,2 volt,,1,4,VRLA,,,,,,,,,,
LRD15781,SOUTHERN,BASE20,Active,Vacant Land,Outdoor-01,Battery-01,,,Narada,,12NDT150S,,150,12 volt,,1,4,VRLA,,,,,,,,,,
LRD15785,EASTERN,BASE24,Active,Vacant Land,Cabin-01,Battery-01,,,Tudor,,SAFETY OPzV600,,600,2 volt,63.3,1,24,VRLA,Others,,,,,,,,,
LRD15794,NORTHERN,BASE16,Active,Vacant Land,Outdoor-01,Battery-01,,,Narada,,12NDT150S,,150,12 volt,,1,4,VRLA,T5 Metal Plate,,,,,,,,,
LRD15795,EASTERN,BASE27,Active,Vacant Land,Cabin-01,Battery-01,Yes,,Enersys,,Supersafe 12TE150F,,150,12 volt,56,2,8,VRLA,Battery Concrete Bar,,,,3/8/2018 0:00,,,,,
LRD15090,SOUTHERN,BASE20,Active,Inbuilding,Outdoor-01,Battery-01,,,Narada,,,,,,,,,,,,,,,,,,BATTERY_CAPACITY,
LRD15092,CENTRAL,BASE9,Active,Inbuilding,Outdoor-01,Battery-01,,,Narada,,12NDT150S,,150,12 volt,22.3,1,4,VRLA,,,,,,,,,,
LRD15096,SOUTHERN,BASE14,Active,Vacant Land,Outdoor-01,Battery-01,Yes,,Narada,,12NDT150S,,150,12 volt,,1,4,VRLA,T5 Metal Plate,,,,12/15/18 00:00,,,,,
LRD15100,SARAWAK,BASE8,Active,Vacant Land,Outdoor-01,Battery-01,Yes,,Narada,,12NDT100S,,100,12 volt,34,2,8,VRLA,T5 Metal Plate,,,,01/27/18 00:00,,,,,
LRD15101,EASTERN,BASE10,Active,Vacant Land,Cabin-01,Battery-01,Yes,,Narada,,12NDT150S,,150,12 volt,130,1,4,VRLA,Battery Concrete Bar,,,,07/18/18 00:00,,,,,
LRD15110,NORTHERN,BASE15,Active,Vacant Land,Cabin-01,Battery-01,,,Enersys,,12TD150F,,150,12 volt,88.64,2,8,VRLA,Battery Concrete Bar,,,,4/7/2019 0:00,,,,,
LRD15112,NORTHERN,BASE15,Active,Vacant Land,Outdoor-01,Battery-01,,,Narada,,12NDT150S,,150,12 volt,,1,4,VRLA,,,,,,,,,,
LRD15115,SOUTHERN,BASE6,Active,Rooftop,Cabin-01,Battery-01,Yes,,Sonnenschein,,OPzV 1000,,1000,2 volt,,1,24,VRLA,,,,,,,,,,
LRD15116,SABAH,BASE17,Active,Vacant Land,Outdoor-01,Battery-01,,,Narada,,12NDT150S,,150,12 volt,,1,4,VRLA,T5 Metal Plate,,,,05/15/18 00:00,,,,,
LRD15119,CENTRAL,BASE1,Active,Vacant Land,Cabin-01,Battery-01,Yes,,Enersys,,12TD150F,,150,12 volt,82.7,4,16,VRLA,Battery Concrete Bar,,,,8/1/2019 0:00,,,,,
LRD15122,SOUTHERN,BASE6,Active,Vacant Land,Outdoor-01,Battery-01,Yes,,Enersys,,Supersafe 12TE100F,,100,12 volt,,2,8,VRLA,T5 Metal Plate,,,,3/5/2018 0:00,,,,,
LRD15128,CENTRAL,BASE32,Active,Vacant Land,Outdoor-01,Battery-01,,,Narada,,,,150,12 volt,,1,4,VRLA,,,,,,,,,,
LRD15137,SOUTHERN,BASE4,Active,Vacant Land,Outdoor-01,Battery-01,Yes,,Narada,,12NDT150S,,150,12 volt,76,1,4,VRLA,T5 Metal Plate,,,,3/7/2018 0:00,,,,,
LRD15142,SOUTHERN,BASE20,Active,Vacant Land,Outdoor-01,Battery-01,Yes,,Narada,,12NDT150S,,150,12 volt,60.5,1,4,VRLA,T5 Metal Plate,,,,08/22/17 00:00,,,,,
LRD15143,SOUTHERN,BASE6,Active,Vacant Land,Outdoor-01,Battery-01,Yes,,Narada,,12NDT100S,,100,12 volt,68.2,1,4,VRLA,T5 Metal Plate,,,,03/13/18 00:00,,,,,
LRD15146,SOUTHERN,BASE4,Active,Vacant Land,Outdoor-01,Battery-01,No,Battery welded to rack,Enersys,,12TD150F,,150,12 volt,,1,4,VRLA,Battery Hardening,,,,,,,,,
LRD15148,CENTRAL,BASE32,Active,Vacant Land,Cabin-01,Battery-01,Yes,,MSB,,MSG12-150UP PLUS,,150,12 volt,50.9,2,8,VRLA,Battery Concrete Bar,,,,,,,,,
LRD15149,SOUTHERN,BASE4,Active,Vacant Land,Cabin-01,Battery-01,,,Enersys,,12TD150F,,150,12 volt,5.3,2,8,VRLA,,,,,10/13/21 00:00,,,,,
LRD15151,SABAH,BASE17,Active,Vacant Land,Cabin-01,Battery-01,,,Hoppecke,,NET.POWER 12V150,,150,12 volt,,1,4,VRLA,,,,,,,,,,
LRD15153,EASTERN,BASE27,Active,Vacant Land,Outdoor-01,Battery-01,,,Narada,,12NDT150S,,150,12 volt,22.3,1,4,VRLA,,,,,,,,,,
LRD15154,NORTHERN,BASE7,Active,Rooftop,Cabin-01,Battery-01,Yes,,MSB,,MSG12-150TE,,150,12 volt,41,2,8,VRLA,Battery Concrete Bar,,,,06/15/16 00:00,,,,,
LRD15156,SOUTHERN,BASE20,Active,Rooftop,Cabin-01,Battery-01,Yes,,Narada,,12NDT150S,,150,12 volt,34.7,1,4,VRLA,Battery Concrete Bar,,,,02/22/18 00:00,,,,,
LRD15180,CENTRAL,BASE1,Active,Rooftop,Outdoor-01,Battery-01,Yes,,Narada,,12NDT150S,,150,12 volt,,1,4,VRLA,,,,,,,,,,
LRD15158,CENTRAL,BASE9,Active,Inbuilding,Room Reno-01,Battery-01,,,MSB,,MSG12-150UP PLUS,,150,12 volt,,1,4,VRLA,,,,,,,,,,
LRD15162,EASTERN,BASE5,Active,Vacant Land,Outdoor-01,Battery-01,Yes,,Narada,,12NDT100S,,100,12 volt,48,1,4,VRLA,T5 Metal Plate,,,,12/6/2018 0:00,,,,,
LRD15166,NORTHERN,BASE13,Active,Vacant Land,Outdoor-01,Battery-01,,,Narada,,12NDT150S,,150,12 volt,22.3,1,4,VRLA,,,,,,,,,,
LRD15182,SARAWAK,BASE22,Active,Vacant Land,Cabin-01,Battery-01,Yes,,Narada,,12NDT150S,,150,12 volt,64.7,3,12,VRLA,Battery Concrete Bar,,,,01/22/20 00:00,,,,,
LRD15183,CENTRAL,BASE32,Active,Rooftop,Cabin-01,Battery-01,,,Huawei,,ESM-48150A1,,150,48 volt,83.47,2,2,Lithium,Battery Concrete Bar,,,,12/1/2019 0:00,,,,,
LRD15189,CENTRAL,BASE9,Active,Inbuilding,Cabin-01,Battery-01,Yes,,Narada,,12NDT150S,,150,12 volt,25,1,4,VRLA,,,,,10/12/2017 0:00,,,,,
LRD15196,EASTERN,BASE10,Active,Vacant Land,Cabin-01,Battery-01,,,Enersys,,12TD150F,,150,12 volt,45,2,8,VRLA,,,,,07/27/20 00:00,,,,,
LRD15199,EASTERN,BASE24,Active,Vacant Land,Outdoor-01,Battery-01,,,Sacredsun,,FTA12-150,,150,12 volt,,1,4,VRLA,,,,,,,,,,
LRD15200,SOUTHERN,BASE14,Active,Rooftop,Cabin-01,Battery-01,Yes,,Tudor,,SAFETY 10 OPzV1000,,1000,2 volt,,1,24,VRLA,,,,,,,,,,
LRD15201,CENTRAL,BASE32,Active,Vacant Land,Outdoor-01,Battery-01,,,Enersys,,,,150,12 volt,,1,4,VRLA,,,,,,,,,,
LRD15203,CENTRAL,BASE12,Active,Vacant Land,Outdoor-01,Battery-01,Yes,,MSB,,MSG12-100TE,,100,12 volt,83.3,1,4,VRLA,T5 Metal Plate,,,,07/28/16 00:00,,,,,
LRD15265,CENTRAL,BASE9,Active,Inbuilding,Outdoor-01,Battery-01,,,Narada,,12NDT150S,,150,12 volt,22.3,1,4,VRLA,,,,,,,,,,
LRD15270,CENTRAL,BASE1,Active,Rooftop,Outdoor-01,Battery-01,Yes,,Sacredsun,,FTA12-150,,150,12 volt,66,1,4,VRLA,T5 Metal Plate,,,,,,,,,
LRD15272,NORTHERN,BASE15,Active,Vacant Land,Cabin-01,Battery-01,,,Narada,,12NDT150S,,150,12 volt,55.4,1,4,VRLA,Battery Concrete Bar,,,,05/25/18 00:00,,,,,
LRD15273,SABAH,BASE37,Active,Rooftop,Cabin-01,Battery-01,Yes,,Narada,,Others,EosG600 2V600Ah ( C ),600,2 volt,57.8,1,24,VRLA,Others,,,,,,,,,
LRD15274,SARAWAK,BASE8,Active,Vacant Land,Cabin-01,Battery-01,Yes,,Narada,,,,150,12 volt,,3,12,VRLA,,,,,,,,,,
LRD15278,SABAH,BASE17,Active,Vacant Land,Outdoor-01,Battery-01,Yes,,Huawei,,ESM-48150B1,,150,48 volt,17,1,1,Lithium,Others,,,,09/16/20 00:00,,,,,
LRD15279,SABAH,BASE17,Active,Inbuilding,Cabin-01,Battery-01,,,Narada,,12NDT150S,,150,12 volt,,2,8,VRLA,,,,,,,,,,
LRD15307,NORTHERN,BASE16,Active,Rooftop,Cabin-01,Battery-01,,,Huawei,,ESM-48150B1,,150,48 volt,74.36,2,2,Lithium,,,,,9/12/2020 0:00,,,,,
LRD15308,CENTRAL,BASE12,Active,Rooftop,Cabin-01,Battery-01,,,Narada,,,,150,12 volt,,1,4,VRLA,,,,,,,,,,
LRD15312,CENTRAL,BASE1,Active,Inbuilding,Outdoor-01,Battery-01,Yes,,Narada,,,,150,12 volt,,1,4,VRLA,,,,,,,,,,
LRD15346,CENTRAL,BASE32,Active,Vacant Land,Outdoor-01,Battery-01,Yes,,MSB,,MSG12-100TE,,100,12 volt,62,1,4,VRLA,T5 Metal Plate,,,,8/1/2016 0:00,,,,,
LRD15352,SABAH,BASE25,Active,Vacant Land,Outdoor-01,Battery-01,,,Enersys,,12TD150F,,150,12 volt,,1,4,VRLA,T5 Metal Plate,,,,,,,,,
LRD15353,SABAH,BASE33,Active,Vacant Land,Outdoor-01,Battery-01,,,Narada,,12NDT150S,,150,12 volt,22.3,1,4,VRLA,,,,,,,,,,
LRD15354,CENTRAL,BASE9,Active,Rooftop,Outdoor-01,Battery-01,,,Narada,,GFMJ-600A,,600,2 volt,1.1,6,24,VRLA,Others,,,,,,,,,
LRD15355,SOUTHERN,BASE19,Active,Rooftop,Cabin-01,Battery-01,Yes,,Enersys,,12TD150F,,150,12 volt,56,2,8,VRLA,Battery Concrete Bar,,,,06/26/19 00:00,,,,,
LRD15360,NORTHERN,BASE16,Active,Vacant Land,Outdoor-01,Battery-01,Yes,,Enersys,,12TD150F,,150,12 volt,,1,4,VRLA,Others,,,,02/27/19 00:00,,,,,
LRD15361,SOUTHERN,BASE4,Active,Rooftop,Cabin-01,Battery-01,Yes,,,,,,150,12 volt,61,1,4,VRLA,Others,,,,,,,,BATTERY_BRAND,
LRD15362,SABAH,BASE17,Active,Rooftop,Outdoor-01,Battery-01,,,Narada,,AG12V150S,,150,12 volt,,1,4,VRLA,,,,,,,,,,
LRD15363,SOUTHERN,BASE6,Active,Rooftop,Outdoor-01,Battery-01,,,Huawei,,ESM-48150B1,,150,48 volt,56.2,1,1,Lithium,,,,,7/1/2020 0:00,,,,,
LRD15365,CENTRAL,BASE12,Active,Vacant Land,Outdoor-01,Battery-01,Yes,,Narada,,12NDT150S,,150,12 volt,74,1,4,VRLA,T5 Metal Plate,,,,4/10/2020 0:00,,,,,
LRD15366,SABAH,BASE17,Active,Vacant Land,Outdoor-01,Battery-01,Yes,,Narada,,12NDT150S,,150,12 volt,94,1,4,VRLA,T5 Metal Plate,,,,07/16/19 00:00,,,,,
LRD15367,CENTRAL,BASE9,Active,Rooftop,Cabin-01,Battery-01,Yes,,Sonnenschein,,OPzV 1500,,1500,2 volt,51,1,24,VRLA,Others,,,,,,,,,
LRD15370,SABAH,BASE17,Active,Vacant Land,Outdoor-01,Battery-01,No,Battery fully sealed,Narada,,12NDT150S,,150,12 volt,,1,4,VRLA,T5 Metal Plate,,,,,,,,,
LRD15371,SOUTHERN,BASE19,Active,Vacant Land,Outdoor-01,Battery-01,Yes,,Enersys,,Supersafe 12TE100F,,100,12 volt,70,2,8,VRLA,T5 Metal Plate,,,,9/7/2017 0:00,,,,,
LRD15373,CENTRAL,BASE6,Active,Vacant Land,Cabin-01,Battery-01,Yes,,Narada,,12NDT150S,,150,12 volt,1,1,4,VRLA,Battery Concrete Bar,,,,10/2/2020 0:00,,,,,
LRD15377,CENTRAL,BASE1,Active,Rooftop,Cabin-01,Battery-01,Yes,,Narada,,12NDT150S,,150,12 volt,4,1,4,VRLA,Battery Concrete Bar,,,,4/9/2018 0:00,,,,,
LRD15380,CENTRAL,BASE32,Active,Vacant Land,Outdoor-01,Battery-01,,,Narada,,12NDT150S,,150,12 volt,22.3,1,4,VRLA,,,,,,,,,,
LRD15386,CENTRAL,BASE9,Active,Rooftop,Cabin-01,Battery-01,Yes,,Narada,,12NDMG200M,,200,12 volt,,1,24,VRLA,,,,,,,,,,
LRD15391,SABAH,BASE25,Active,Vacant Land,Cabin-01,Battery-01,Yes,,Narada,,GFMJ-600A,,600,2 volt,56.2,1,24,VRLA,Others,,,,,,,,,
LRD15392,NORTHERN,BASE13,Active,Vacant Land,Outdoor-01,Battery-01,Yes,,MSB,,MSG12-100TE,,100,12 volt,61,2,8,VRLA,Battery Concrete Bar,,,,12/30/15 00:00,,,,,
LRD15394,EASTERN,BASE27,Active,Vacant Land,Outdoor-01,Battery-01,,,Narada,,12NDT150S,,150,12 volt,,1,4,VRLA,T5 Metal Plate,,,,,,,,,
LRD15397,CENTRAL,BASE1,Active,Inbuilding,Outdoor-01,Battery-01,,,Narada,,12NDT150S,,150,12 volt,22.3,1,4,VRLA,,,,,,,,,,
LRD15410,SARAWAK,BASE8,Active,Vacant Land,Outdoor-01,Battery-01,,,Narada,,12NDT150S,,150,12 volt,,1,4,VRLA,T5 Metal Plate,,,,,,,,,
LRD15401,SARAWAK,BASE11,Active,Rooftop,Outdoor-01,Battery-01,Yes,,Narada,,12NDT150S,,150,12 volt,73,2,8,VRLA,T5 Metal Plate,,,,03/23/17 00:00,,,,,
LRD15406,SARAWAK,BASE11,Active,Rooftop,Outdoor-01,Battery-01,Yes,,Haze,,Others,HZY12-170FA,150,12 volt,,2,8,VRLA,,,,,,,,,,
LRD15407,CENTRAL,BASE1,Active,Inbuilding,Room Reno-01,Battery-01,,,Sonnenschein,,OPzV 1500,,1500,2 volt,,1,24,VRLA,,,,,,,,,,
LRD15417,SOUTHERN,BASE19,Active,Vacant Land,Cabin-01,Battery-01,Yes,,Hoppecke,,NET.POWER 12V150,,150,12 volt,43,1,4,VRLA,Battery Hardening,,,,08/25/14 00:00,,,,,
LRD15420,SOUTHERN,BASE34,Active,Inbuilding,Outdoor-01,Battery-01,,,Narada,,MPG12150F,,150,12 volt,,1,4,VRLA,Battery Hardening,,,,,,,,,
LRD15427,CENTRAL,BASE1,Active,Vacant Land,Cabin-01,Battery-01,,,MSB,,,,150,12 volt,30,1,4,VRLA,Battery Concrete Bar,,,,,,,,,
LRD15429,SARAWAK,BASE11,Active,Vacant Land,Outdoor-01,Battery-01,Yes,,Narada,,12NDT150S,,150,12 volt,40.1,1,4,VRLA,T5 Metal Plate,,,,02/13/20 00:00,,,,,
LRD15430,CENTRAL,BASE9,Active,Rooftop,Outdoor-01,Battery-01,Yes,,Huawei,,ESM-48100A1,,100,48 volt,31,1,1,Lithium,T5 Metal Plate,,,,11/1/2019 0:00,,,,,
LRD15432,SABAH,BASE17,Active,Vacant Land,Cabin-01,Battery-01,Yes,,Narada,,12NDT150S,,150,12 volt,67,1,4,VRLA,Battery Concrete Bar,,,,1/7/2019 0:00,,,,,
LRD15436,EASTERN,BASE27,Active,Vacant Land,Cabin-01,Battery-01,Yes,,Enersys,,Supersafe 12TE150F,,150,12 volt,34,2,8,VRLA,Battery Concrete Bar,,,,04/17/18 00:00,,,,,
LRD15439,CENTRAL,BASE9,Decommissioned,Inbuilding,Outdoor-01,Battery-01,No,T5 PLATE FULLY WELDED,Enersys,,,,100,12 volt,12,1,4,VRLA,,,,,07/29/21 00:00,,,,,
LRD14740,CENTRAL,BASE1,Active,Rooftop,Cabin-01,Battery-01,,,Tudor,,SAFETY 10 OPzV1000,,1000,2 volt,,1,24,VRLA,,,,,,,,,,
LRD14742,SABAH,BASE17,Active,Vacant Land,Outdoor-01,Battery-01,Yes,,Narada,,12NDT150S,,150,12 volt,59,1,4,VRLA,T5 Metal Plate,,,,07/30/17 00:00,,,,,
LRD14744,CENTRAL,BASE9,Active,Rooftop,Cabin-01,Battery-01,Yes,,MSB,,MSG12-150TE,,150,12 volt,148,2,8,VRLA,Battery Concrete Bar,,,,9/2/2016 0:00,,,,,
LRD14745,SOUTHERN,BASE4,Active,Rooftop,Cabin-01,Battery-01,Yes,,Enersys,,Supersafe 12TE150F,,150,12 volt,61,2,8,VRLA,Battery Concrete Bar,,,,3/10/2018 0:00,,,,,
LRD14753,NORTHERN,BASE13,Active,Rooftop,Cabin-01,Battery-01,,,Enersys,,12TD150F,,150,12 volt,,1,4,VRLA,,,,,,,,,,
LRD14754,NORTHERN,BASE7,Active,Vacant Land,Outdoor-01,Battery-01,,,MSB,,,,100,12 volt,,2,8,VRLA,,,,,,,,,,
LRD14757,SARAWAK,BASE11,Active,Vacant Land,Cabin-01,Battery-01,Yes,,Narada,,12NDT150S,,150,12 volt,94,2,8,VRLA,Battery Concrete Bar,,,,11/16/19 00:00,,,,,
LRD14758,NORTHERN,BASE13,Active,Vacant Land,Cabin-01,Battery-01,,,Enersys,,12TD150F,,150,12 volt,57,3,12,VRLA,Battery Concrete Bar,,,,08/22/19 00:00,,,,,
LRD14759,SARAWAK,BASE11,Active,Vacant Land,Cabin-01,Battery-01,No,Battery missing,Narada,,,,0,,,0,0,,,,,,,,,,BATTERY_TECHNOLOGY,
LRD14761,CENTRAL,BASE6,Active,Vacant Land,Cabin-01,Battery-01,Yes,,Narada,,12NDT150S,,150,12 volt,60,1,4,VRLA,Battery Concrete Bar,,,,03/28/18 00:00,,,,,
LRD14762,CENTRAL,BASE12,Active,Rooftop,Outdoor-01,Battery-01,No,Battery welded to rack,Narada,,12NDT150S,,150,12 volt,77,1,4,VRLA,Others,,,,2/2/2019 0:00,,,,,
LRD14765,NORTHERN,BASE16,Active,Vacant Land,Outdoor-01,Battery-01,Yes,,Enersys,,12TD150F,,150,12 volt,69,2,8,VRLA,T5 Metal Plate,,,,02/20/20 00:00,,,,,
LRD14766,NORTHERN,BASE16,Active,Vacant Land,Cabin-01,Battery-01,Yes,,Enersys,,Others,12V150F,150,12 volt,121.1,2,8,VRLA,Battery Concrete Bar,,,,05/26/20 00:00,,,,,
LRD14768,NORTHERN,BASE16,Active,Vacant Land,Cabin-01,Battery-01,Yes,,Enersys,,12TD150F,,150,12 volt,45,3,12,VRLA,Battery Concrete Bar,,,,11/28/18 00:00,,,,,
LRD14773,CENTRAL,BASE9,Active,Rooftop,Cabin-01,Battery-01,Yes,,MSB,,MSG12-150UP PLUS,,150,12 volt,82,2,8,VRLA,Battery Concrete Bar,,,,,,,,,
LRD14769,SOUTHERN,BASE20,Active,Vacant Land,Cabin-01,Battery-01,,,Narada,,12NDT150S,,150,12 volt,55,2,8,VRLA,Battery Concrete Bar,,,,05/19/21 00:00,,,,,
LRD14770,SABAH,BASE36,Active,Vacant Land,Outdoor-01,Battery-01,,,Narada,,12NDT150S,,150,12 volt,,2,8,VRLA,,,,,,,,,,
LRD14772,SARAWAK,BASE11,Active,Vacant Land,Cabin-01,Battery-01,,,Narada,,GFMJ-400A,,400,2 volt,,1,4,VRLA,,,,,,,,,,
LRD14777,NORTHERN,BASE7,Active,Vacant Land,Outdoor-01,Battery-01,Yes,,MSB,,MSG12-100TE,,100,12 volt,39,2,8,VRLA,T5 Metal Plate,,,,5/1/2016 0:00,,,,,
LRD14778,SARAWAK,BASE8,Active,Vacant Land,Outdoor-01,Battery-01,,,Narada,,12NDT150S,,150,12 volt,,1,4,VRLA,T5 Metal Plate,,,,,,,,,
LRD14782,CENTRAL,BASE12,Active,Vacant Land,Cabin-01,Battery-01,,,MSB,,MSG12-150TE,,150,12 volt,,1,4,VRLA,,,,,,,,,,
LRD14783,SABAH,BASE17,Active,Vacant Land,Outdoor-01,Battery-01,,,Narada,,12NDT150S,,150,12 volt,,1,4,VRLA,,,,,,,,,,
LRD14785,CENTRAL,BASE1,Active,Inbuilding,Outdoor-01,Battery-01,,,Narada,,,,,,,,,,,,,,,,,,BATTERY_CAPACITY,
LRD14787,SOUTHERN,BASE19,Active,Inbuilding,Outdoor-01,Battery-01,,,Narada,,12NDT150S,,150,12 volt,,1,4,VRLA,T5 Metal Plate,,,,,,,,,
LRD14789,CENTRAL,BASE9,Active,Rooftop,Cabin-01,Battery-01,Yes,,Narada,,12NDT150S,,150,12 volt,65,2,8,VRLA,Battery Concrete Bar,,,,04/17/17 00:00,,,,,
LRD14795,SABAH,BASE23,Active,Vacant Land,Cabin-01,Battery-01,Yes,,Narada,,12NDT150S,,150,12 volt,27,2,8,VRLA,Battery Concrete Bar,,,,11/9/2018 0:00,,,,,
LRD14796,NORTHERN,BASE2,Active,Vacant Land,Cabin-01,Battery-01,Yes,,Fiamm,,,,600,2 volt,,1,24,VRLA,,,,,,,,,,
